player_name,team,position,assists,goals,minutes_played,red_cards,yellow_cards,season
Rubén Peña,Osasuna,   D(R) M(LR),1.0,,656.0,1.0,1.0,s2223
Kiko Femenía,Villarreal,   D(LR) M(R),,,897.0,,,s2223
Pol Lirola,Elche,   D(R) M(LR),,1.0,568.0,,1.0,s2223
Momo Mbaye,Cadiz,   D(C),,,537.0,,,s2223
Johan Mojica,Elche,   D(L) M(L),,,270.0,,2.0,s2223
Rodrigo Ely,Almeria,   D(C),,,2078.0,1.0,4.0,s2223
Lucas Ocampos,Sevilla,   M(CLR) FW,,1.0,538.0,,4.0,s2223
Ander Guevara,Real Sociedad,   DMC,,,133.0,,1.0,s2223
Nemanja Maksimovic,Getafe,   M(C),,,1018.0,,1.0,s2223
Francis Coquelin,Villarreal,   M(CLR),,1.0,746.0,,2.0,s2223
Kevin Vázquez,Celta Vigo,   D(R),,,178.0,,,s2223
Luca de la Torre,Celta Vigo,   M(CL),2.0,,703.0,,2.0,s2223
Fernando Calero,Espanyol,   D(C),,,1228.0,,3.0,s2223
Luis Hernández,Cadiz,   D(CR),,,2070.0,1.0,4.0,s2223
José Morales,Villarreal,   D(R) M(CLR) FW,,4.0,954.0,,1.0,s2223
José Ángel Carmona,Elche,   D(CR) M(R),,1.0,525.0,1.0,3.0,s2223
Iván Martín,Girona,   Midfielder,1.0,3.0,605.0,,,s2223
Toni Lato,Valencia,   D(L) M(L),,1.0,650.0,,1.0,s2223
Juan Cruz,Osasuna,   D(CL),,,1532.0,,6.0,s2223
Óscar Mingueza,Celta Vigo,   D(CR),,,1145.0,,2.0,s2223
Pathé Ciss,Rayo Vallecano,   DMC,,1.0,1027.0,,4.0,s2223
Álex Fernández,Cadiz,   M(CL) FW,,3.0,1394.0,,,s2223
Filip Jörgensen,Villarreal,   Goalkeeper,,,90.0,,,s2223
Srdjan Babic,Almeria,   D(C),,1.0,1935.0,,3.0,s2223
Javi Hernández,Girona,   D(L),1.0,1.0,588.0,,2.0,s2223
Unai López,Rayo Vallecano,   M(CR),2.0,1.0,875.0,,1.0,s2223
Álvaro Rodríguez,Real Madrid,   Forward,1.0,1.0,20.0,,,s2223
Joan Jordán,Sevilla,   M(C),1.0,,1354.0,,5.0,s2223
Jesús Navas,Sevilla,   D(R) M(R),,,1295.0,,3.0,s2223
Victor Chust,Cadiz,   D(C),,1.0,852.0,,3.0,s2223
Carles Pérez,Celta Vigo,   AM(CR) FW,3.0,,1283.0,,2.0,s2223
Manu Vallejo,Girona,   FW,1.0,,203.0,,,s2223
Javier Puado,Espanyol,   AM(LR) FW,1.0,3.0,1478.0,,3.0,s2223
Stefan Mitrovic,Getafe,   D(C),,,1039.0,,3.0,s2223
Andoni Gorosabel,Real Sociedad,   D(R),,,911.0,,2.0,s2223
Ilaix Moriba,Valencia,   M(C),1.0,,742.0,1.0,2.0,s2223
Aihen Muñoz,Real Sociedad,   D(L),,,785.0,,,s2223
Joseba Zaldúa,Cadiz,   D(R),1.0,,640.0,,4.0,s2223
Raúl García,Athletic Bilbao,   M(CLR) FW,2.0,2.0,689.0,,2.0,s2223
Jon Moncayola,Osasuna,   D(R) M(C),,,1637.0,,4.0,s2223
Munir El Haddadi,Getafe,   AM(LR) FW,1.0,1.0,589.0,,4.0,s2223
Pepe Reina,Villarreal,   GK,,,900.0,,1.0,s2223
Matija Nastasić,Mallorca,   D(C),,,754.0,,2.0,s2223
Jon Ander Olasagasti,Real Sociedad,   Midfielder,,,63.0,,,s2223
Alberto Moreno,Villarreal,   D(L) M(L),,,848.0,,5.0,s2223
Joaquín Sánchez Rodríguez,Real Betis,   M(CLR) FW,1.0,,263.0,,2.0,s2223
Unai García,Osasuna,   D(C),1.0,,1365.0,1.0,6.0,s2223
Chris Ramos,Cadiz,   Forward,,,83.0,,,s2223
Lautaro Blanco,Elche,   D(L) M(L),1.0,,273.0,,1.0,s2223
Chumi,Almeria,   D(C),,1.0,1015.0,,4.0,s2223
Juan Cruz,Real Betis,   Midfielder,,1.0,171.0,,,s2223
José Carlos Lazo,Espanyol,   Midfielder,1.0,1.0,149.0,,,s2223
Helibelton Palacios,Elche,   D(CR),,,1530.0,,6.0,s2223
Hugo Sotelo,Celta Vigo,   Midfielder,,,17.0,,,s2223
Gabriel Paulista,Valencia,   D(CR),,1.0,878.0,1.0,2.0,s2223
Largie Ramazani,Almeria,   FW,,3.0,1185.0,,4.0,s2223
Darko Brašanac,Osasuna,   M(CR),1.0,1.0,954.0,,4.0,s2223
José Ángel Carmona,Sevilla,   D(CR) M(R),1.0,2.0,529.0,1.0,4.0,s2223
Rober,Real Betis,   Midfielder,,,52.0,,1.0,s2223
Tanguy Nianzou,Sevilla,   D(C),,1.0,1235.0,1.0,1.0,s2223
Kike Salas,Sevilla,   D(C),1.0,1.0,370.0,1.0,1.0,s2223
Iddrisu Baba,Mallorca,   DMC,,,1089.0,,4.0,s2223
Adnan Januzaj,Sevilla,   AM(CLR),,,47.0,,,s2223
Cristhian Stuani,Girona,   AM(CLR) FW,,6.0,696.0,,6.0,s2223
Andrés Martín,Rayo Vallecano,   Forward,,,145.0,,1.0,s2223
Juan Carlos Martín,Girona,   GK,,,900.0,,,s2223
Valery Fernández,Girona,   D(R) M(L),2.0,,661.0,,1.0,s2223
Johan Mojica,Villarreal,   D(L) M(L),,,562.0,,,s2223
Jesús Vázquez,Valencia,   D(L),,,272.0,,1.0,s2223
Carles Aleñá,Getafe,   AM(CLR),2.0,2.0,1584.0,1.0,8.0,s2223
Tete Morente,Elche,   M(CLR),,1.0,990.0,,4.0,s2223
Zouhair Feddal,Real Valladolid,   D(C),,,374.0,,1.0,s2223
Abdul Mumin,Rayo Vallecano,   D(C),,,282.0,,1.0,s2223
Pedro Bigas,Elche,   D(CL),,,1418.0,2.0,2.0,s2223
Amath Ndiaye,Mallorca,   AM(L),,1.0,558.0,,2.0,s2223
Kaiky,Almeria,   D(C),,,487.0,,5.0,s2223
Sergio León,Real Valladolid,   FW,1.0,5.0,1017.0,1.0,,s2223
Juan Cala,Cadiz,   D(C),,,137.0,,,s2223
Diego Moreno,Osasuna,   D(R),,,532.0,,,s2223
Papu Gómez,Sevilla,   M(CLR) FW,1.0,,666.0,,4.0,s2223
Íñigo Eguaras,Almeria,   M(C),1.0,1.0,797.0,,4.0,s2223
Dimitri Foulquier,Valencia,   D(CLR) M(R),1.0,,1019.0,,3.0,s2223
Renato Tapia,Celta Vigo,   D(C) DMC,,,793.0,1.0,3.0,s2223
Carlos Fernández,Real Sociedad,   AM(C) FW,,1.0,406.0,,5.0,s2223
Roger,Cadiz,   FW,,,444.0,,1.0,s2223
Rafa Mir,Sevilla,   FW,,3.0,815.0,,1.0,s2223
Gonzalo Verdú,Elche,   D(C),,1.0,546.0,2.0,,s2223
Álvaro Odriozola,Real Madrid,   D(R),,,22.0,,,s2223
Kike García,Osasuna,   FW,,2.0,737.0,,3.0,s2223
Ezequiel Ponce,Elche,   AM(L) FW,,3.0,986.0,,2.0,s2223
Franck Kessie,Barcelona,   M(C),1.0,,582.0,,4.0,s2223
Lucas Pérez,Cadiz,   AM(CR) FW,,3.0,623.0,,2.0,s2223
Reinier,Girona,   AM(C),,1.0,342.0,,1.0,s2223
Anthony Lozano,Cadiz,   AM(L) FW,,,1191.0,,3.0,s2223
Keidi Bare,Espanyol,   DMC,,,328.0,,,s2223
Ander Herrera,Athletic Bilbao,   M(C),1.0,,308.0,1.0,3.0,s2223
Oscar Ureña,Girona,   Forward,,,99.0,,,s2223
Clément Grenier,Mallorca,   M(CL),,,608.0,,7.0,s2223
Raúl de Tomás,Rayo Vallecano,   FW,,,222.0,,1.0,s2223
Randy Nteka,Elche,   AM(C) FW,,,205.0,,1.0,s2223
Paul Akouokou,Real Betis,   DMC,,,280.0,,2.0,s2223
Francisco Portillo,Almeria,   M(CLR),,2.0,387.0,,1.0,s2223
Alexander Callens,Girona,   D(CL),,,52.0,,,s2223
Ángel Algobia,Getafe,   M(C),,,984.0,,3.0,s2223
José Mari,Cadiz,   DMC,,,317.0,,2.0,s2223
Lázaro,Almeria,   FW,,1.0,262.0,,,s2223
Ronaël Pierre-Gabriel,Espanyol,   D(CLR) M(R),,,164.0,1.0,,s2223
Arnaut Danjuma,Villarreal,   AM(L) FW,,2.0,480.0,,,s2223
Bernardo Espinosa,Girona,   D(C),1.0,,846.0,,3.0,s2223
Portu,Getafe,   M(CLR) FW,2.0,,1061.0,1.0,3.0,s2223
Augusto Solari,Celta Vigo,   AM(CR),1.0,,211.0,,,s2223
Mikel Balenziaga,Athletic Bilbao,   D(L),,,115.0,,,s2223
Lisandro Magallán,Elche,   D(C),,,404.0,1.0,,s2223
Cristhian Mosquera,Valencia,   Defender,,,143.0,,,s2223
Marcos André,Valencia,   FW,,1.0,427.0,1.0,2.0,s2223
Fede San Emeterio,Cadiz,   DMC,,,1091.0,,7.0,s2223
Abner,Real Betis,   D(L) M(L),,,367.0,,2.0,s2223
Malcom Adu,Athletic Bilbao,   Forward,,,4.0,,,s2223
Nicolás Melamed,Espanyol,   AM(L),2.0,,501.0,,3.0,s2223
Aleix Vidal,Espanyol,   D(R) M(LR),1.0,,882.0,,4.0,s2223
Jon Magunacelaya,Real Sociedad,   Midfielder,,,64.0,,,s2223
Juanpe,Girona,   D(C),,,932.0,,3.0,s2223
Pierre-Emerick Aubameyang,Barcelona,   M(CLR) FW,,,8.0,,,s2223
Hugo Duro,Valencia,   AM(L) FW,,1.0,895.0,,4.0,s2223
Ander Martín,Real Sociedad,   Forward,,,39.0,,,s2223
Nicolás Fernández Mercau,Elche,   M(L),,,320.0,,2.0,s2223
Gonzalo Montiel,Sevilla,   D(CR) M(R),1.0,,956.0,1.0,5.0,s2223
Dyego Sousa,Almeria,   FW,1.0,,353.0,,1.0,s2223
Benjamin Lecomte,Espanyol,   GK,,,900.0,1.0,1.0,s2223
Oier Zarraga,Athletic Bilbao,   DMC M(R),,,607.0,,4.0,s2223
Jesús Corona,Sevilla,   D(R) M(CLR) FW,,,63.0,,,s2223
Martin Hongla,Real Valladolid,   D(C) DMC,,,489.0,1.0,3.0,s2223
Fidel Chaves de la Torre,Elche,   M(CLR),1.0,1.0,791.0,,4.0,s2223
Enzo Roco,Elche,   D(C),,,1480.0,1.0,3.0,s2223
Gonçalo Paciência,Celta Vigo,   FW,,1.0,400.0,1.0,2.0,s2223
Franco Russo,Mallorca,   D(C),,,147.0,,,s2223
Juanmi Latasa,Getafe,   Forward,,,116.0,,,s2223
José Carlos Lazo,Almeria,   Midfielder,,,19.0,,,s2223
Gonzalo Villar,Getafe,   DMC,,,206.0,,2.0,s2223
Diego González,Elche,   D(CL),,,838.0,,5.0,s2223
Bebé,Rayo Vallecano,   AM(LR) FW,,,57.0,,1.0,s2223
Robert Navarro,Real Sociedad,   Midfielder,,,333.0,,2.0,s2223
Antonio Blanco,Cadiz,   Midfielder,,,159.0,,,s2223
Aitor Paredes,Athletic Bilbao,   Defender,,,232.0,,1.0,s2223
Raúl Parra,Cadiz,   Defender,,,31.0,,,s2223
Jon Morcillo,Athletic Bilbao,   AM(L),1.0,,59.0,,,s2223
Iván Alejo,Cadiz,   AM(R),1.0,,824.0,1.0,7.0,s2223
Manu Morlanes,Villarreal,   DMC,,,159.0,1.0,,s2223
Ricard Artero,Girona,   Midfielder,,,7.0,,,s2223
Rodrigo Battaglia,Mallorca,   M(C),,,686.0,,5.0,s2223
Raúl Guti,Elche,   DMC,,,852.0,,1.0,s2223
Abdón Prats,Mallorca,   FW,1.0,1.0,251.0,,,s2223
Ander Capa,Athletic Bilbao,   D(R) M(R),,,25.0,,,s2223
Sergio Asenjo,Real Valladolid,   GK,,,720.0,,,s2223
Eden Hazard,Real Madrid,   M(CLR) FW,,,98.0,,,s2223
Willian José,Real Betis,   FW,,1.0,376.0,,,s2223
Toni Villa,Real Valladolid,   AM(CLR),,,91.0,,,s2223
Sergio Arribas,Real Madrid,   Midfielder,,,9.0,,,s2223
Salvi Sánchez,Rayo Vallecano,   AM(R),,,296.0,,2.0,s2223
Radamel Falcao,Rayo Vallecano,   FW,,2.0,497.0,,4.0,s2223
Antonio Sánchez,Mallorca,   AM(CR),,,647.0,,4.0,s2223
Manu Morlanes,Mallorca,   DMC,,,27.0,,,s2223
Jaime Seoane,Getafe,   M(C),,,300.0,,,s2223
Omar El Hilali,Espanyol,   Defender,,,90.0,,1.0,s2223
Simo,Espanyol,   Defender,,,85.0,,,s2223
David Torres,Real Valladolid,   Defender,,,100.0,,,s2223
Pep Chavarría,Rayo Vallecano,   Defender,,,96.0,,1.0,s2223
Beñat Turrientes,Real Sociedad,   Midfielder,,,102.0,,,s2223
Roger,Elche,   FW,1.0,,657.0,,2.0,s2223
Joel Roca,Girona,   Midfielder,,,65.0,,1.0,s2223
Álex Centelles,Almeria,   D(L),,,134.0,1.0,,s2223
Curro Sánchez,Almeria,   Midfielder,,,41.0,,1.0,s2223
Arnau Puigmal,Almeria,   Midfielder,,,377.0,,3.0,s2223
Josan,Elche,   D(R) M(R),,1.0,433.0,,3.0,s2223
Carlos Domínguez,Celta Vigo,   D(C),,,17.0,,,s2223
Carlos Martín,Atletico,   Forward,,,4.0,,,s2223
Moi Parra,Getafe,   Midfielder,,,9.0,,,s2223
Ángel Rodríguez,Mallorca,   FW,,,257.0,,,s2223
Santiago Arzamendia,Cadiz,   D(L) M(L),,,386.0,,,s2223
Pablo Durán,Celta Vigo,   Forward,,,32.0,,,s2223
Iker Muñoz,Osasuna,   Midfielder,,,20.0,,,s2223
Nabili Zoubdi Touaizi,Espanyol,   Forward,,,2.0,,,s2223
José Ángel Pozo,Rayo Vallecano,   AM(C),,,79.0,,,s2223
Manu Trigueros,Villarreal,   M(CLR) FW,,,462.0,1.0,2.0,s2223
Lago Junior,Mallorca,   M(L),,,48.0,,,s2223
Jorge Meré,Cadiz,   D(C),,,2.0,,,s2223
Matt Doherty,Atletico,   D(LR) M(LR),,,12.0,,,s2223
Fabrizio Angileri,Getafe,   D(L) M(L),,,544.0,1.0,2.0,s2223
Jordan Amavi,Getafe,   D(L) M(L),,,192.0,1.0,,s2223
Loren Morón,Real Betis,   FW,,,13.0,,1.0,s2223
Mamady Diarra,Cadiz,   Forward,,,66.0,,,s2223
Roberto Arroyo,Real Valladolid,   Forward,,,14.0,,,s2223
Pablo Torre,Barcelona,   Midfielder,,,27.0,,,s2223
Dani Gómez,Espanyol,   FW,,,71.0,,1.0,s2223
Luka Koleosho,Espanyol,   Midfielder,,,22.0,,,s2223
Javi Llabrés,Mallorca,   Forward,,,16.0,,,s2223
Fran Delgado,Real Betis,   Defender,,,11.0,,,s2223
Fran Pérez,Valencia,   Midfielder,,,87.0,,1.0,s2223
Ángel Alarcón,Barcelona,   Midfielder,,,22.0,,,s2223
Mario Suárez,Rayo Vallecano,   D(C) M(C),,,5.0,,,s2223
Juanjo Narváez,Real Valladolid,   Forward,,,147.0,,,s2223
Jon Karrikaburu,Real Sociedad,   Forward,,,87.0,,1.0,s2223
Maximiliano Gómez,Valencia,   FW,,,106.0,,,s2223
Pablo Muñoz,Rayo Vallecano,   Midfielder,,,11.0,,,s2223
Unai Vencedor,Athletic Bilbao,   DMC,,,142.0,,2.0,s2223
Mariano Díaz,Real Madrid,   FW,,,51.0,,2.0,s2223
Houboulang Mendes,Almeria,   D(CR),1.0,,742.0,,1.0,s2223
Ludwig Augustinsson,Mallorca,   D(L) M(L),,,79.0,,,s2223
Álex Revuelta,Getafe,   Defender,,,1.0,,,s2223
Ángel Alarcón,Barcelona,   Midfielder,,,1.0,,,s2223
Arnau Tenas,Barcelona,   Goalkeeper,,,1.0,,1.0,s2223
Chadi Riad,Barcelona,   Defender,,,1.0,,,s2223
Diego Méndez,Rayo Vallecano,   Midfielder,,,1.0,,,s2223
Esteban Saveljich,Rayo Vallecano,   D(C),,,1.0,,,s2223
Pedro Ortiz,Sevilla,   Midfielder,,,1.0,,,s2223
Williot Swedberg,Celta Vigo,   Midfielder,,,34.0,,1.0,s2223
Domingos Quina,Elche,   M(CL),,,269.0,1.0,1.0,s2223
Diego López,Valencia,   Forward,,,9.0,,,s2223
Marko Milovanovic,Almeria,   Forward,,,14.0,,1.0,s2223
Awer Mabil,Cadiz,   AM(LR) FW,,,163.0,,,s2223
Kenedy,Real Valladolid,   D(L) M(LR),,,81.0,,1.0,s2223
Jaime Mata,Getafe,   FW,,,43.0,,3.0,s2223
Fernando Niño,Villarreal,   FW,,,19.0,,,s2223
Alejandro Alfaro,Elche,   Midfielder,,,14.0,,,s2223
Selim Amallah,Real Valladolid,   AM(CL) FW,,,55.0,1.0,,s2223
Youba Diarra,Cadiz,   Midfielder,,,39.0,,1.0,s2223
Javier Pastore,Elche,   AM(CLR),,,4.0,,,s2223
Mario Hernández,Rayo Vallecano,   Defender,,,38.0,,,s2223
Iván Romero,Sevilla,   Forward,,,10.0,,1.0,s2223
Sergio Reguilón,Atletico,   D(L) M(L),,,85.0,1.0,,s2223
Roger Martínez,Espanyol,   Midfielder,,,6.0,,,s2223
Pape Cheikh,Elche,   DMC,,,33.0,1.0,,s2223
Carlos Álvarez,Sevilla,   Midfielder,,,9.0,,1.0,s2223
Tomás Alarcón,Cadiz,   DMC,,,222.0,1.0,,s2223
Álvaro Giménez,Cadiz,   FW,,,16.0,,,s2223
John Donald,Elche,   D(C),,,151.0,1.0,,s2223
Diego López,Rayo Vallecano,   GK,,,90.0,,,s2223
Aarón Escandell,Las Palmas,Not Available,0.0,0.0,152.0,1.0,0.0,s2324
Abdelkabir Abqar,Alavés,Not Available,0.0,0.0,2314.0,0.0,10.0,s2324
Abderrahman Rebbach,Alavés,Not Available,0.0,1.0,713.0,0.0,1.0,s2324
Abdessamad Ezzalzouli,Real Betis,Not Available,0.0,1.0,921.0,0.0,1.0,s2324
Abdón Prats,Mallorca,Not Available,1.0,6.0,1258.0,0.0,3.0,s2324
Abdul Mumin,Rayo Vallecano,Not Available,0.0,1.0,1695.0,1.0,5.0,s2324
Abner,Real Betis,Not Available,1.0,0.0,1397.0,0.0,3.0,s2324
Adnan Januzaj,Sevilla,Not Available,0.0,0.0,187.0,0.0,0.0,s2324
Adrià Altimira,Villarreal,Not Available,0.0,0.0,779.0,0.0,3.0,s2324
Adrià Pedrosa,Sevilla,Not Available,4.0,1.0,1749.0,0.0,1.0,s2324
Adrián Embarba,Almería,Not Available,2.0,3.0,2485.0,0.0,5.0,s2324
Aiham Ousou,Cádiz,Not Available,0.0,0.0,429.0,0.0,0.0,s2324
Aihen Muñoz,Real Sociedad,Not Available,2.0,0.0,1120.0,0.0,2.0,s2324
Aimar Oroz,Osasuna,Not Available,1.0,2.0,2350.0,0.0,3.0,s2324
Aingeru Olabarrieta,Athletic Club,Not Available,0.0,0.0,8.0,0.0,0.0,s2324
Aïssa Mandi,Villarreal,Not Available,0.0,1.0,1113.0,0.0,3.0,s2324
Aitor Fernández,Osasuna,Not Available,0.0,0.0,550.0,0.0,2.0,s2324
Aitor Paredes,Athletic Club,Not Available,0.0,1.0,2706.0,1.0,7.0,s2324
Aitor Ruibal,Real Betis,Not Available,1.0,2.0,1015.0,0.0,5.0,s2324
Alberto Marí,Valencia CF,Not Available,1.0,1.0,264.0,0.0,0.0,s2324
Alberto Moleiro,Las Palmas,Not Available,3.0,3.0,1807.0,0.0,1.0,s2324
Alberto Moreno,Villarreal,Not Available,2.0,2.0,1490.0,2.0,1.0,s2324
Alberto Risco,Getafe,Not Available,0.0,0.0,135.0,0.0,0.0,s2324
Aleix García,Girona,Not Available,6.0,3.0,3201.0,1.0,4.0,s2324
Alejandro Catena,Osasuna,Not Available,3.0,1.0,2536.0,1.0,8.0,s2324
Alejandro Pozo,Almería,Not Available,0.0,0.0,970.0,0.0,3.0,s2324
Alejo Véliz,Sevilla,Not Available,0.0,0.0,31.0,0.0,0.0,s2324
Aleksandar Radovanovic,Almería,Not Available,0.0,0.0,571.0,0.0,2.0,s2324
Aleksandar Sedlar,Alavés,Not Available,0.0,1.0,948.0,0.0,2.0,s2324
Álex Berenguer,Athletic Club,Not Available,3.0,7.0,1581.0,0.0,4.0,s2324
Álex Remiro,Real Sociedad,Not Available,0.0,0.0,3276.0,1.0,2.0,s2324
Álex Sola,Alavés,Not Available,3.0,0.0,1285.0,0.0,2.0,s2324
Álex Suárez,Las Palmas,Not Available,0.0,2.0,2566.0,0.0,7.0,s2324
Alexander Sørloth,Villarreal,Not Available,6.0,23.0,2491.0,0.0,3.0,s2324
Alfonso Espino,Rayo Vallecano,Not Available,1.0,0.0,2512.0,0.0,9.0,s2324
Alfonso Pedraza,Villarreal,Not Available,3.0,1.0,1119.0,1.0,4.0,s2324
Amath Ndiaye,Mallorca,Not Available,0.0,0.0,388.0,0.0,2.0,s2324
Anastasios Douvikas,Celta de Vigo,Not Available,1.0,7.0,886.0,0.0,2.0,s2324
Ander Barrenetxea,Real Sociedad,Not Available,1.0,4.0,1436.0,0.0,1.0,s2324
Ander Guevara,Alavés,Not Available,0.0,1.0,2936.0,0.0,7.0,s2324
Ander Herrera,Athletic Club,Not Available,3.0,0.0,1023.0,0.0,4.0,s2324
Andoni Gorosabel,Alavés,Not Available,0.0,1.0,2863.0,0.0,6.0,s2324
Andreas Christensen,Barcelona,Not Available,2.0,2.0,1990.0,0.0,4.0,s2324
Andrei Ratiu,Rayo Vallecano,Not Available,0.0,0.0,627.0,0.0,1.0,s2324
Andriy Lunin,Real Madrid,Not Available,0.0,0.0,1890.0,0.0,2.0,s2324
André Almeida,Valencia CF,Not Available,1.0,2.0,969.0,0.0,0.0,s2324
André Ferreira,Granada CF,Not Available,0.0,0.0,1339.0,0.0,1.0,s2324
André Silva,Real Sociedad,Not Available,0.0,3.0,730.0,0.0,1.0,s2324
Andrés Guardado,Real Betis,Not Available,0.0,0.0,442.0,0.0,2.0,s2324
Ansu Fati,Barcelona,Not Available,0.0,0.0,47.0,0.0,0.0,s2324
Antal Yaakobishvili,Girona,Not Available,0.0,0.0,60.0,0.0,0.0,s2324
Ante Budimir,Osasuna,Not Available,2.0,17.0,2449.0,0.0,4.0,s2324
Anthony Lozano,Almería,Not Available,0.0,3.0,866.0,0.0,2.0,s2324
Antoine Griezmann,Atlético de Madrid,Not Available,6.0,16.0,2654.0,0.0,5.0,s2324
Antonio Blanco,Alavés,Not Available,1.0,0.0,2436.0,1.0,5.0,s2324
Antonio Puertas,Granada CF,Not Available,2.0,0.0,720.0,1.0,3.0,s2324
Antonio Raíllo,Mallorca,Not Available,2.0,3.0,2198.0,1.0,4.0,s2324
Antonio Rüdiger,Real Madrid,Not Available,0.0,1.0,2707.0,0.0,7.0,s2324
Antonio Sivera,Alavés,Not Available,0.0,0.0,3060.0,0.0,3.0,s2324
Antonio Sánchez,Mallorca,Not Available,1.0,3.0,1463.0,0.0,3.0,s2324
Arda Güler,Real Madrid,Not Available,0.0,6.0,373.0,0.0,1.0,s2324
Aridane Hernández,Rayo Vallecano,Not Available,0.0,0.0,1691.0,0.0,3.0,s2324
Aritz Elustondo,Real Sociedad,Not Available,1.0,0.0,808.0,0.0,2.0,s2324
Arnau Martinez,Girona,Not Available,2.0,0.0,1240.0,0.0,5.0,s2324
Arnau Puigmal,Almería,Not Available,0.0,0.0,248.0,0.0,3.0,s2324
Arsen Zakharyan,Real Sociedad,Not Available,2.0,1.0,1229.0,0.0,1.0,s2324
Artem Dovbyk,Girona,Not Available,8.0,24.0,2605.0,0.0,2.0,s2324
Arthur Vermeeren,Atlético de Madrid,Not Available,0.0,0.0,159.0,0.0,2.0,s2324
Asier Villalibre,Athletic Club,Not Available,1.0,2.0,503.0,0.0,0.0,s2324
Assane Diao,Real Betis,Not Available,0.0,2.0,1052.0,0.0,4.0,s2324
Augusto Batalla,Granada CF,Not Available,0.0,0.0,1530.0,0.0,3.0,s2324
Aurélien Tchouaméni,Real Madrid,Not Available,1.0,3.0,1987.0,0.0,7.0,s2324
Axel Witsel,Atlético de Madrid,Not Available,0.0,2.0,2784.0,0.0,5.0,s2324
Ayoze Pérez,Real Betis,Not Available,1.0,9.0,2307.0,0.0,4.0,s2324
Bebé,Rayo Vallecano,Not Available,0.0,2.0,193.0,0.0,1.0,s2324
Ben Brereton Diaz,Villarreal,Not Available,0.0,0.0,261.0,0.0,2.0,s2324
Beñat Prados,Athletic Club,Not Available,0.0,0.0,1450.0,0.0,1.0,s2324
Beñat Turrientes,Real Sociedad,Not Available,1.0,0.0,1688.0,0.0,4.0,s2324
Benito Ramírez,Las Palmas,Not Available,1.0,1.0,368.0,0.0,0.0,s2324
Bertrand Traoré,Villarreal,Not Available,0.0,1.0,569.0,0.0,4.0,s2324
Borja Iglesias,Real Betis,Not Available,1.0,0.0,404.0,0.0,2.0,s2324
Borja Mayoral,Getafe,Not Available,1.0,15.0,2162.0,0.0,2.0,s2324
Boubakary Soumaré,Sevilla,Not Available,1.0,0.0,2286.0,0.0,10.0,s2324
Brahim Díaz,Real Madrid,Not Available,6.0,8.0,1551.0,0.0,0.0,s2324
Brais Méndez,Real Sociedad,Not Available,6.0,5.0,2420.0,0.0,7.0,s2324
Brian Ocampo,Cádiz,Not Available,0.0,1.0,237.0,0.0,2.0,s2324
Bruno Langa,Almería,Not Available,0.0,1.0,819.0,1.0,1.0,s2324
Bruno Méndez,Granada CF,Not Available,0.0,2.0,1336.0,0.0,4.0,s2324
Bryan Zaragoza,Granada CF,Not Available,2.0,6.0,1640.0,0.0,5.0,s2324
Caglar Söyüncü,Atlético de Madrid,Not Available,0.0,0.0,110.0,1.0,0.0,s2324
Carl Starfelt,Celta de Vigo,Not Available,0.0,1.0,2218.0,0.0,4.0,s2324
Carles Aleñá,Getafe,Not Available,1.0,1.0,1007.0,0.0,6.0,s2324
Carles Pérez,Celta de Vigo,Not Available,1.0,1.0,768.0,0.0,3.0,s2324
Carlos Benavídez,Alavés,Not Available,1.0,3.0,1121.0,0.0,5.0,s2324
Carlos Domínguez,Celta de Vigo,Not Available,0.0,0.0,1585.0,0.0,2.0,s2324
Carlos Dotor,Celta de Vigo,Not Available,0.0,0.0,702.0,0.0,2.0,s2324
Carlos Fernández,Real Sociedad,Not Available,1.0,2.0,406.0,0.0,3.0,s2324
Carlos Neva,Granada CF,Not Available,2.0,0.0,3152.0,0.0,4.0,s2324
Carlos Romero,Villarreal,Not Available,0.0,0.0,259.0,0.0,1.0,s2324
Carlos Vicente,Alavés,Not Available,4.0,2.0,1118.0,0.0,1.0,s2324
Cenk Özkacar,Valencia CF,Not Available,0.0,0.0,1595.0,0.0,3.0,s2324
Chadi Riad,Real Betis,Not Available,0.0,0.0,2164.0,0.0,1.0,s2324
Christopher Ramos,Cádiz,Not Available,1.0,5.0,2627.0,0.0,5.0,s2324
Claudio Bravo,Real Betis,Not Available,0.0,0.0,630.0,0.0,0.0,s2324
Cristhian Mosquera,Valencia CF,Not Available,0.0,0.0,3074.0,0.0,2.0,s2324
Cristhian Stuani,Girona,Not Available,3.0,9.0,782.0,0.0,6.0,s2324
Cristian Herrera,Las Palmas,Not Available,0.0,1.0,159.0,0.0,1.0,s2324
Cristian Portu,Girona,Not Available,5.0,7.0,1271.0,0.0,4.0,s2324
Cyle Larin,Mallorca,Not Available,2.0,3.0,1823.0,0.0,8.0,s2324
Cédric Bakambu,Real Betis,Not Available,0.0,0.0,195.0,0.0,1.0,s2324
César Azpilicueta,Atlético de Madrid,Not Available,2.0,0.0,1421.0,0.0,4.0,s2324
César Montes,Almería,Not Available,0.0,0.0,1792.0,0.0,5.0,s2324
Daley Blind,Girona,Not Available,2.0,1.0,2971.0,0.0,6.0,s2324
Daley Sinkgraven,Las Palmas,Not Available,0.0,0.0,375.0,1.0,0.0,s2324
Damián Rodríguez,Celta de Vigo,Not Available,2.0,0.0,257.0,0.0,1.0,s2324
